Match_ID,T1P1,T1P2,T1P3,T1P4,T1P5,T1P6,T1P7,T1P8,T1P9,T1P10,T1P11,T2P1,T2P2,T2P3,T2P4,T2P5,T2P6,T2P7,T2P8,T2P9,T2P10,T2P11,T1P1_ID,T1P2_ID,T1P3_ID,T1P4_ID,T1P5_ID,T1P6_ID,T1P7_ID,T1P8_ID,T1P9_ID,T1P10_ID,T1P11_ID,T2P1_ID,T2P2_ID,T2P3_ID,T2P4_ID,T2P5_ID,T2P6_ID,T2P7_ID,T2P8_ID,T2P9_ID,T2P10_ID,T2P11_ID
980937,DR Smith,BB McCullum,SK Raina,KD Karthik,RA Jadeja,DJ Bravo,AJ Finch,P Kumar,DS Kulkarni,SB Jakati,PV Tambe,V Kohli,SR Watson,AB de Villiers,KL Rahul,SN Khan,KM Jadhav,STR Binny,Iqbal Abdulla,YS Chahal,KW Richardson,T Shamsi,90172,90097,90549,90281,90459,90149,90046,90410,90173,90526,90436,90617,90569,90028,90288,90559,90290,90579,90222,90649,90301,90590
980935,DA Warner,S Dhawan,AP Tare,EJG Morgan,DJ Hooda,MC Henriques,NV Ojha,Bipul Sharma,B Kumar,BB Sran,Mustafizur Rahman,M Vijay,M Vohra,SE Marsh,DA Miller,GJ Maxwell,NS Naik,AR Patel,R Dhawan,MM Sharma,KJ Abbott,Sandeep Sharma,90142,90501,90068,90179,90151,90343,90400,90102,90087,90099,90383,90334,90335,90535,90141,90197,90398,90070,90443,90364,90283,90524
980933,Q de Kock,SS Iyer,SV Samson,KK Nair,JP Duminy,P Negi,CH Morris,Z Khan,A Mishra,Mohammed Shami,Imran Tahir,RG Sharma,PA Patel,AT Rayudu,KH Pandya,JC Buttler,KA Pollard,HH Pandya,Harbhajan Singh,TG Southee,MJ McClenaghan,JJ Bumrah,90439,90572,90582,90286,90256,90411,90119,90652,90010,90371,90221,90471,90418,90078,90282,90237,90272,90211,90203,90597,90356,90245
980931,AM Rahane,F du Plessis,KP Pietersen,SPD Smith,MS Dhoni,NLTC Perera,R Bhatia,R Ashwin,Ankit Sharma,M Ashwin,I Sharma,V Kohli,KL Rahul,AB de Villiers,SR Watson,SN Khan,Mandeep Singh,STR Binny,HV Patel,KW Richardson,T Shamsi,Iqbal Abdulla,90054,90182,90294,90567,90378,90396,90441,90440,90061,90318,90216,90617,90288,90028,90569,90559,90340,90579,90214,90301,90590,90222
980929,AJ Finch,BB McCullum,SK Raina,KD Karthik,DJ Bravo,RA Jadeja,AD Nath,DW Steyn,P Kumar,DS Kulkarni,PV Tambe,DA Warner,S Dhawan,MC Henriques,EJG Morgan,DJ Hooda,AP Tare,NV Ojha,B Kumar,Mustafizur Rahman,Bipul Sharma,BB Sran,90046,90097,90549,90281,90149,90459,90041,90177,90410,90173,90436,90142,90501,90343,90179,90151,90068,90400,90087,90383,90102,90099
980927,RG Sharma,PA Patel,AT Rayudu,JC Buttler,KA Pollard,HH Pandya,KH Pandya,Harbhajan Singh,JJ Bumrah,MJ McClenaghan,TG Southee,V Kohli,KL Rahul,AB de Villiers,SR Watson,TM Head,SN Khan,STR Binny,HV Patel,KW Richardson,Iqbal Abdulla,VR Aaron,90471,90418,90078,90237,90272,90211,90282,90203,90245,90356,90597,90617,90288,90028,90569,90604,90559,90579,90214,90301,90222,90625
980925,M Vijay,M Vohra,SE Marsh,WP Saha,DA Miller,GJ Maxwell,AR Patel,MM Sharma,P Sahu,KJ Abbott,Sandeep Sharma,RV Uthappa,G Gambhir,MK Pandey,Shakib Al Hasan,SA Yadav,YK Pathan,AD Russell,PP Chawla,SP Narine,M Morkel,UT Yadav,90334,90335,90535,90636,90141,90197,90070,90364,90415,90283,90524,90494,90187,90359,90539,90521,90647,90042,90431,90566,90326,90616
980923,DA Warner,S Dhawan,MC Henriques,EJG Morgan,DJ Hooda,NV Ojha,Bipul Sharma,A Ashish Reddy,B Kumar,Mustafizur Rahman,BB Sran,MJ Guptill,PA Patel,AT Rayudu,RG Sharma,JC Buttler,KH Pandya,HH Pandya,Harbhajan Singh,TG Southee,MJ McClenaghan,JJ Bumrah,90142,90501,90343,90179,90151,90400,90102,90001,90087,90383,90099,90353,90418,90078,90471,90237,90282,90211,90203,90597,90356,90245
980921,CH Gayle,V Kohli,AB de Villiers,SR Watson,SN Khan,KM Jadhav,D Wiese,Parvez Rasool,HV Patel,YS Chahal,S Aravind,Q de Kock,SS Iyer,SV Samson,KK Nair,JP Duminy,CR Brathwaite,CH Morris,P Negi,Z Khan,A Mishra,Mohammed Shami,90118,90617,90028,90569,90559,90290,90140,90421,90214,90649,90497,90439,90572,90582,90286,90256,90130,90119,90411,90652,90010,90371
980919,M Vijay,M Vohra,SE Marsh,DA Miller,GJ Maxwell,WP Saha,AR Patel,MM Sharma,KJ Abbott,P Sahu,Sandeep Sharma,AM Rahane,F du Plessis,KP Pietersen,NLTC Perera,SPD Smith,MS Dhoni,IK Pathan,R Ashwin,I Sharma,Ankit Sharma,M Ashwin,90334,90335,90535,90141,90197,90636,90070,90364,90283,90415,90524,90054,90182,90294,90396,90567,90378,90220,90440,90216,90061,90318
980917,RG Sharma,PA Patel,HH Pandya,JC Buttler,KA Pollard,AT Rayudu,Harbhajan Singh,KH Pandya,TG Southee,MJ McClenaghan,JJ Bumrah,AJ Finch,BB McCullum,SK Raina,KD Karthik,DJ Bravo,AD Nath,JP Faulkner,P Kumar,DS Kulkarni,SB Jakati,PV Tambe,90471,90418,90211,90237,90272,90078,90203,90282,90597,90356,90245,90046,90097,90549,90281,90149,90041,90257,90410,90173,90526,90436
980915,DA Warner,S Dhawan,MC Henriques,EJG Morgan,DJ Hooda,NV Ojha,A Ashish Reddy,KV Sharma,B Kumar,Mustafizur Rahman,BB Sran,RV Uthappa,G Gambhir,AD Russell,MK Pandey,Shakib Al Hasan,YK Pathan,SA Yadav,PP Chawla,SP Narine,M Morkel,UT Yadav,90142,90501,90343,90179,90151,90400,90001,90300,90087,90383,90099,90494,90187,90042,90359,90539,90647,90521,90431,90566,90326,90616
980913,Q de Kock,SS Iyer,SV Samson,P Negi,KK Nair,JP Duminy,CR Brathwaite,J Yadav,CH Morris,Z Khan,A Mishra,M Vijay,M Vohra,SE Marsh,DA Miller,GJ Maxwell,AR Patel,WP Saha,MG Johnson,MM Sharma,P Sahu,Sandeep Sharma,90439,90572,90582,90411,90286,90256,90130,90231,90119,90652,90010,90334,90335,90535,90141,90197,90070,90636,90349,90364,90415,90524
980911,AJ Finch,BB McCullum,SK Raina,DJ Bravo,RA Jadeja,KD Karthik,AD Nath,JP Faulkner,P Kumar,SB Jakati,PV Tambe,AM Rahane,F du Plessis,KP Pietersen,SPD Smith,MS Dhoni,MR Marsh,R Bhatia,R Ashwin,I Sharma,RP Singh,M Ashwin,90046,90097,90549,90149,90459,90281,90041,90257,90410,90526,90436,90054,90182,90294,90567,90378,90376,90441,90440,90216,90480,90318
980909,RV Uthappa,G Gambhir,MK Pandey,AD Russell,YK Pathan,C Munro,SA Yadav,PP Chawla,JW Hastings,Kuldeep Yadav,GB Hogg,RG Sharma,PA Patel,HH Pandya,MJ McClenaghan,JC Buttler,KA Pollard,AT Rayudu,Harbhajan Singh,J Suchith,TG Southee,JJ Bumrah,90494,90187,90359,90042,90647,90112,90521,90431,90262,90299,90189,90471,90418,90211,90356,90237,90272,90078,90203,90228,90597,90245
980907,CH Gayle,V Kohli,AB de Villiers,SR Watson,SN Khan,KM Jadhav,STR Binny,Parvez Rasool,HV Patel,AF Milne,YS Chahal,DA Warner,S Dhawan,MC Henriques,NV Ojha,DJ Hooda,EJG Morgan,A Ashish Reddy,KV Sharma,A Nehra,B Kumar,Mustafizur Rahman,90118,90617,90028,90569,90559,90290,90579,90421,90214,90043,90649,90142,90501,90343,90400,90151,90179,90001,90300,90013,90087,90383
980905,M Vijay,M Vohra,DA Miller,GJ Maxwell,WP Saha,MP Stoinis,AR Patel,MG Johnson,P Sahu,MM Sharma,Sandeep Sharma,AJ Finch,BB McCullum,SK Raina,KD Karthik,RA Jadeja,Ishan Kishan,DJ Bravo,JP Faulkner,P Kumar,PJ Sangwan,S Ladda,90334,90335,90141,90197,90636,90375,90070,90349,90415,90364,90524,90046,90097,90549,90281,90459,90225,90149,90257,90410,90427,90506
980903,RV Uthappa,G Gambhir,MK Pandey,C Munro,SA Yadav,YK Pathan,AD Russell,PP Chawla,JW Hastings,GB Hogg,UT Yadav,MA Agarwal,Q de Kock,SS Iyer,KK Nair,SV Samson,P Negi,CR Brathwaite,CH Morris,NM Coulter-Nile,A Mishra,Z Khan,90494,90187,90359,90112,90521,90647,90042,90431,90262,90189,90616,90336,90439,90572,90286,90582,90411,90130,90119,90397,90010,90652
980901,LMP Simmons,RG Sharma,HH Pandya,JC Buttler,AT Rayudu,KA Pollard,S Gopal,Harbhajan Singh,R Vinay Kumar,MJ McClenaghan,JJ Bumrah,AM Rahane,F du Plessis,KP Pietersen,MS Dhoni,SPD Smith,R Bhatia,MR Marsh,R Ashwin,I Sharma,M Ashwin,RP Singh,90313,90471,90211,90237,90078,90272,90503,90203,90457,90356,90245,90054,90182,90294,90378,90567,90441,90376,90440,90216,90318,90480
829823,LMP Simmons,PA Patel,RG Sharma,KA Pollard,AT Rayudu,HH Pandya,Harbhajan Singh,J Suchith,MJ McClenaghan,R Vinay Kumar,SL Malinga,DR Smith,MEK Hussey,SK Raina,MS Dhoni,DJ Bravo,P Negi,F du Plessis,RA Jadeja,R Ashwin,MM Sharma,A Nehra,90313,90418,90471,90272,90078,90211,90203,90228,90356,90457,90552,90172,90347,90549,90378,90149,90411,90182,90459,90440,90364,90013
829821,DR Smith,MEK Hussey,F du Plessis,SK Raina,MS Dhoni,P Negi,DJ Bravo,RA Jadeja,R Ashwin,MM Sharma,A Nehra,CH Gayle,V Kohli,AB de Villiers,Mandeep Singh,KD Karthik,SN Khan,D Wiese,HV Patel,MA Starc,S Aravind,YS Chahal,90172,90347,90182,90549,90378,90411,90149,90459,90440,90364,90013,90118,90617,90028,90340,90281,90559,90140,90214,90338,90497,90649
829819,CH Gayle,V Kohli,AB de Villiers,Mandeep Singh,KD Karthik,SN Khan,D Wiese,MA Starc,HV Patel,YS Chahal,S Aravind,AM Rahane,SR Watson,SV Samson,SPD Smith,KK Nair,DJ Hooda,JP Faulkner,STR Binny,CH Morris,Ankit Sharma,DS Kulkarni,90118,90617,90028,90340,90281,90559,90140,90338,90214,90649,90497,90054,90569,90582,90567,90286,90151,90257,90579,90119,90061,90173
829817,DR Smith,MEK Hussey,F du Plessis,SK Raina,MS Dhoni,DJ Bravo,RA Jadeja,P Negi,R Ashwin,MM Sharma,A Nehra,LMP Simmons,PA Patel,RG Sharma,KA Pollard,HH Pandya,AT Rayudu,Harbhajan Singh,J Suchith,MJ McClenaghan,R Vinay Kumar,SL Malinga,90172,90347,90182,90549,90378,90149,90459,90411,90440,90364,90013,90313,90418,90471,90272,90211,90078,90203,90228,90356,90457,90552
829813,V Kohli,CH Gayle,AB de Villiers,Mandeep Singh,KD Karthik,SN Khan,D Wiese,MA Starc,HV Patel,YS Chahal,AB Dinda,Q de Kock,SS Iyer,JP Duminy,Yuvraj Singh,KM Jadhav,AD Mathews,SS Tiwary,J Yadav,S Nadeem,GS Sandhu,Z Khan,90617,90118,90028,90340,90281,90559,90140,90338,90214,90649,90029,90439,90572,90256,90650,90290,90040,90577,90231,90509,90199,90652
829815,DA Warner,S Dhawan,MC Henriques,EJG Morgan,KL Rahul,NV Ojha,KV Sharma,A Ashish Reddy,B Kumar,P Kumar,DW Steyn,LMP Simmons,PA Patel,RG Sharma,AT Rayudu,KA Pollard,HH Pandya,Harbhajan Singh,J Suchith,MJ McClenaghan,R Vinay Kumar,SL Malinga,90142,90501,90343,90179,90288,90400,90300,90001,90087,90410,90177,90313,90418,90471,90078,90272,90211,90203,90228,90356,90457,90552
829811,AM Rahane,SR Watson,SPD Smith,SV Samson,JP Faulkner,KK Nair,CH Morris,DJ Hooda,STR Binny,DS Kulkarni,BB Sran,RV Uthappa,G Gambhir,MK Pandey,YK Pathan,AD Russell,SA Yadav,Shakib Al Hasan,Azhar Mahmood,PP Chawla,UT Yadav,M Morkel,90054,90569,90567,90582,90257,90286,90119,90151,90579,90173,90099,90494,90187,90359,90647,90042,90521,90539,90082,90431,90616,90326
829809,WP Saha,M Vohra,GJ Bailey,GJ Maxwell,Gurkeerat Singh,DA Miller,AR Patel,R Dhawan,BE Hendricks,Anureet Singh,Sandeep Sharma,MEK Hussey,BB McCullum,F du Plessis,SK Raina,MS Dhoni,DJ Bravo,P Negi,RA Jadeja,R Ashwin,A Nehra,IC Pandey,90636,90335,90196,90197,90200,90141,90070,90443,90101,90065,90524,90347,90097,90182,90549,90378,90149,90411,90459,90440,90013,90218
829807,DA Warner,S Dhawan,MC Henriques,EJG Morgan,NV Ojha,KL Rahul,Bipul Sharma,KV Sharma,B Kumar,P Kumar,DW Steyn,CH Gayle,V Kohli,AB de Villiers,Mandeep Singh,KD Karthik,SN Khan,D Wiese,MA Starc,HV Patel,YS Chahal,AB Dinda,90142,90501,90343,90179,90400,90288,90102,90300,90087,90410,90177,90118,90617,90028,90340,90281,90559,90140,90338,90214,90649,90029
829805,LMP Simmons,PA Patel,RG Sharma,AT Rayudu,KA Pollard,HH Pandya,Harbhajan Singh,J Suchith,MJ McClenaghan,R Vinay Kumar,SL Malinga,RV Uthappa,G Gambhir,MK Pandey,YK Pathan,Shakib Al Hasan,AD Russell,SA Yadav,PP Chawla,UT Yadav,M Morkel,SP Narine,90313,90418,90471,90078,90272,90211,90203,90228,90356,90457,90552,90494,90187,90359,90647,90539,90042,90521,90431,90616,90326,90566
829803,WP Saha,M Vohra,GJ Maxwell,DA Miller,GJ Bailey,AR Patel,Gurkeerat Singh,R Dhawan,BE Hendricks,Anureet Singh,Sandeep Sharma,CH Gayle,V Kohli,AB de Villiers,Mandeep Singh,KD Karthik,SN Khan,D Wiese,HV Patel,MA Starc,YS Chahal,S Aravind,90636,90335,90197,90141,90196,90070,90200,90443,90101,90065,90524,90118,90617,90028,90340,90281,90559,90140,90214,90338,90649,90497
829801,Q de Kock,SS Iyer,JP Duminy,Yuvraj Singh,JA Morkel,KM Jadhav,SS Tiwary,J Yadav,GS Sandhu,Z Khan,S Nadeem,DR Smith,BB McCullum,SK Raina,F du Plessis,MS Dhoni,DJ Bravo,P Negi,RA Jadeja,R Ashwin,MM Sharma,IC Pandey,90439,90572,90256,90650,90232,90290,90577,90231,90199,90652,90509,90172,90097,90549,90182,90378,90149,90411,90459,90440,90364,90218
829799,DA Warner,S Dhawan,MC Henriques,EJG Morgan,NV Ojha,KL Rahul,KV Sharma,Bipul Sharma,B Kumar,TA Boult,I Sharma,M Vijay,M Vohra,WP Saha,GJ Maxwell,DA Miller,GJ Bailey,Gurkeerat Singh,AR Patel,BE Hendricks,Anureet Singh,Sandeep Sharma,90142,90501,90343,90179,90400,90288,90300,90102,90087,90594,90216,90334,90335,90636,90197,90141,90196,90200,90070,90101,90065,90524
829797,DR Smith,BB McCullum,SK Raina,F du Plessis,P Negi,MS Dhoni,DJ Bravo,RA Jadeja,R Ashwin,MM Sharma,A Nehra,AM Rahane,SR Watson,SPD Smith,KK Nair,DJ Hooda,SV Samson,JP Faulkner,CH Morris,R Bhatia,Ankit Sharma,PV Tambe,90172,90097,90549,90182,90411,90378,90149,90459,90440,90364,90013,90054,90569,90567,90286,90151,90582,90257,90119,90441,90061,90436
829795,PA Patel,LMP Simmons,RG Sharma,KA Pollard,HH Pandya,AT Rayudu,Harbhajan Singh,J Suchith,MJ McClenaghan,SL Malinga,JJ Bumrah,CH Gayle,V Kohli,AB de Villiers,KD Karthik,SN Khan,Mandeep Singh,D Wiese,MA Starc,HV Patel,YS Chahal,S Aravind,90418,90313,90471,90272,90211,90078,90203,90228,90356,90552,90245,90118,90617,90028,90281,90559,90340,90140,90338,90214,90649,90497
829793,Q de Kock,SS Iyer,JP Duminy,Yuvraj Singh,KM Jadhav,SS Tiwary,JA Morkel,J Yadav,NM Coulter-Nile,A Mishra,Z Khan,S Dhawan,DA Warner,MC Henriques,EJG Morgan,KV Sharma,RS Bopara,NV Ojha,Parvez Rasool,P Kumar,B Kumar,I Sharma,90439,90572,90256,90650,90290,90577,90232,90231,90397,90010,90652,90501,90142,90343,90179,90300,90488,90400,90421,90410,90087,90216
829791,RV Uthappa,G Gambhir,MK Pandey,SA Yadav,YK Pathan,AD Russell,J Botha,PP Chawla,GB Hogg,UT Yadav,SP Narine,M Vijay,M Vohra,WP Saha,GJ Maxwell,DA Miller,Gurkeerat Singh,GJ Bailey,AR Patel,BE Hendricks,Anureet Singh,Sandeep Sharma,90494,90187,90359,90521,90647,90042,90227,90431,90189,90616,90566,90334,90335,90636,90197,90141,90200,90196,90070,90101,90065,90524
829789,DR Smith,BB McCullum,SK Raina,F du Plessis,MS Dhoni,P Negi,RA Jadeja,DJ Bravo,R Ashwin,MM Sharma,A Nehra,LMP Simmons,PA Patel,RG Sharma,KA Pollard,AT Rayudu,HH Pandya,Harbhajan Singh,J Suchith,R Vinay Kumar,MJ McClenaghan,M de Lange,90172,90097,90549,90182,90378,90411,90459,90149,90440,90364,90013,90313,90418,90471,90272,90078,90211,90203,90228,90457,90356,90319
829787,AM Rahane,SR Watson,SPD Smith,KK Nair,DJ Hooda,JP Faulkner,SV Samson,STR Binny,CH Morris,DS Kulkarni,PV Tambe,S Dhawan,DA Warner,MC Henriques,EJG Morgan,RS Bopara,NV Ojha,GH Vihari,KV Sharma,P Kumar,B Kumar,I Sharma,90054,90569,90567,90286,90151,90257,90582,90579,90119,90173,90436,90501,90142,90343,90179,90488,90400,90194,90300,90410,90087,90216
829761,RV Uthappa,G Gambhir,MK Pandey,PP Chawla,YK Pathan,AD Russell,SA Yadav,J Botha,GB Hogg,UT Yadav,SP Narine,MK Tiwary,SS Iyer,JP Duminy,KM Jadhav,Yuvraj Singh,AD Mathews,SS Tiwary,JA Morkel,A Mishra,Imran Tahir,Z Khan,90494,90187,90359,90431,90647,90042,90521,90227,90189,90616,90566,90360,90572,90256,90290,90650,90040,90577,90232,90010,90221,90652
829785,CH Gayle,V Kohli,AB de Villiers,KD Karthik,SN Khan,Mandeep Singh,D Wiese,MA Starc,HV Patel,YS Chahal,S Aravind,M Vijay,M Vohra,WP Saha,GJ Maxwell,DA Miller,GJ Bailey,AR Patel,MG Johnson,Anureet Singh,Karanveer Singh,Sandeep Sharma,90118,90617,90028,90281,90559,90340,90140,90338,90214,90649,90497,90334,90335,90636,90197,90141,90196,90070,90349,90065,90276,90524
829783,LMP Simmons,PA Patel,HH Pandya,RG Sharma,Harbhajan Singh,AT Rayudu,KA Pollard,J Suchith,R Vinay Kumar,MJ McClenaghan,SL Malinga,MA Agarwal,SS Iyer,JP Duminy,KM Jadhav,Yuvraj Singh,AD Mathews,SS Tiwary,NM Coulter-Nile,A Mishra,Imran Tahir,Z Khan,90313,90418,90211,90471,90203,90078,90272,90228,90457,90356,90552,90336,90572,90256,90290,90650,90040,90577,90397,90010,90221,90652
829781,RV Uthappa,G Gambhir,MK Pandey,AD Russell,RN ten Doeschate,YK Pathan,J Botha,SA Yadav,PP Chawla,GB Hogg,UT Yadav,DA Warner,S Dhawan,NV Ojha,MC Henriques,EJG Morgan,GH Vihari,Bipul Sharma,KV Sharma,P Kumar,B Kumar,DW Steyn,90494,90187,90359,90042,90478,90647,90227,90521,90431,90189,90616,90142,90501,90400,90343,90179,90194,90102,90300,90410,90087,90177
829779,DR Smith,BB McCullum,SK Raina,F du Plessis,MS Dhoni,RA Jadeja,P Negi,DJ Bravo,MM Sharma,A Nehra,IC Pandey,NJ Maddinson,V Kohli,AB de Villiers,Mandeep Singh,KD Karthik,SN Khan,D Wiese,HV Patel,MA Starc,Iqbal Abdulla,YS Chahal,90172,90097,90549,90182,90378,90459,90411,90149,90364,90013,90218,90392,90617,90028,90340,90281,90559,90140,90214,90338,90222,90649
829775,M Vijay,V Sehwag,GJ Maxwell,DA Miller,GJ Bailey,WP Saha,AR Patel,MG Johnson,Anureet Singh,Sandeep Sharma,Karanveer Singh,LMP Simmons,PA Patel,RG Sharma,KA Pollard,AT Rayudu,UBT Chand,Harbhajan Singh,J Suchith,R Vinay Kumar,MJ McClenaghan,SL Malinga,90334,90619,90197,90141,90196,90636,90070,90349,90065,90524,90276,90313,90418,90471,90272,90078,90612,90203,90228,90457,90356,90552
829777,AM Rahane,SR Watson,KK Nair,JP Faulkner,SPD Smith,SV Samson,STR Binny,DJ Hooda,TG Southee,DS Kulkarni,R Bhatia,MA Agarwal,SS Iyer,JP Duminy,Yuvraj Singh,AD Mathews,KM Jadhav,SS Tiwary,NM Coulter-Nile,A Mishra,Z Khan,GS Sandhu,90054,90569,90286,90257,90567,90582,90579,90151,90597,90173,90441,90336,90572,90256,90650,90040,90290,90577,90397,90010,90652,90199
829771,CH Gayle,V Kohli,AB de Villiers,Mandeep Singh,D Wiese,KD Karthik,SN Khan,HV Patel,MA Starc,VR Aaron,YS Chahal,RV Uthappa,G Gambhir,AD Russell,RN ten Doeschate,YK Pathan,SA Yadav,MK Pandey,PJ Cummins,PP Chawla,GB Hogg,UT Yadav,90118,90617,90028,90340,90140,90281,90559,90214,90338,90625,90649,90494,90187,90042,90478,90647,90521,90359,90426,90431,90189,90616
829773,DA Warner,S Dhawan,MC Henriques,EJG Morgan,NV Ojha,A Ashish Reddy,GH Vihari,KV Sharma,B Kumar,P Kumar,TA Boult,DR Smith,BB McCullum,SK Raina,F du Plessis,MS Dhoni,P Negi,DJ Bravo,RA Jadeja,MM Sharma,A Nehra,RG More,90142,90501,90343,90179,90400,90001,90194,90300,90087,90410,90594,90172,90097,90549,90182,90378,90411,90149,90459,90364,90013,90470
829769,LMP Simmons,PA Patel,UBT Chand,RG Sharma,AT Rayudu,KA Pollard,Harbhajan Singh,J Suchith,R Vinay Kumar,MJ McClenaghan,SL Malinga,AM Rahane,SR Watson,SV Samson,SPD Smith,KK Nair,STR Binny,DJ Hooda,TG Southee,J Theron,DS Kulkarni,Ankit Sharma,90313,90418,90612,90471,90078,90272,90203,90228,90457,90356,90552,90054,90569,90582,90567,90286,90579,90151,90597,90230,90173,90061
829767,MA Agarwal,SS Iyer,SS Tiwary,JP Duminy,Yuvraj Singh,AD Mathews,KM Jadhav,NM Coulter-Nile,A Mishra,Z Khan,Imran Tahir,V Sehwag,M Vohra,SE Marsh,WP Saha,DA Miller,GJ Bailey,NLTC Perera,AR Patel,SN Thakur,Anureet Singh,Sandeep Sharma,90336,90572,90577,90256,90650,90040,90290,90397,90010,90652,90221,90619,90335,90535,90636,90141,90196,90396,90070,90560,90065,90524
829723,RV Uthappa,G Gambhir,MK Pandey,SA Yadav,AD Russell,RN ten Doeschate,YK Pathan,PJ Cummins,PP Chawla,GB Hogg,UT Yadav,DR Smith,BB McCullum,SK Raina,F du Plessis,DJ Bravo,MS Dhoni,RA Jadeja,P Negi,MM Sharma,A Nehra,RG More,90494,90187,90359,90521,90042,90478,90647,90426,90431,90189,90616,90172,90097,90549,90182,90149,90378,90459,90411,90364,90013,90470
829763,CH Gayle,V Kohli,AB de Villiers,Mandeep Singh,KD Karthik,SN Khan,D Wiese,HV Patel,MA Starc,VR Aaron,YS Chahal,AM Rahane,SR Watson,SPD Smith,KK Nair,SV Samson,STR Binny,DJ Hooda,JP Faulkner,PV Tambe,DS Kulkarni,TG Southee,90118,90617,90028,90340,90281,90559,90140,90214,90338,90625,90649,90054,90569,90567,90286,90582,90579,90151,90257,90436,90173,90597
829765,DR Smith,BB McCullum,SK Raina,F du Plessis,MS Dhoni,DJ Bravo,RA Jadeja,R Ashwin,MM Sharma,IC Pandey,A Nehra,RV Uthappa,G Gambhir,MK Pandey,SA Yadav,YK Pathan,RN ten Doeschate,AD Russell,PJ Cummins,PP Chawla,UT Yadav,GB Hogg,90172,90097,90549,90182,90378,90149,90459,90440,90364,90218,90013,90494,90187,90359,90521,90647,90478,90042,90426,90431,90616,90189
829759,M Vijay,M Vohra,SE Marsh,GJ Bailey,DA Miller,WP Saha,AR Patel,R Dhawan,MG Johnson,Anureet Singh,Sandeep Sharma,DA Warner,S Dhawan,GH Vihari,MC Henriques,NV Ojha,RS Bopara,A Ashish Reddy,KV Sharma,P Kumar,B Kumar,TA Boult,90334,90335,90535,90196,90141,90636,90070,90443,90349,90065,90524,90142,90501,90194,90343,90400,90488,90001,90300,90410,90087,90594
829757,MA Agarwal,SS Iyer,JP Duminy,Yuvraj Singh,AD Mathews,KM Jadhav,NM Coulter-Nile,A Mishra,S Nadeem,Imran Tahir,DJ Muthuswami,CH Gayle,V Kohli,AB de Villiers,Mandeep Singh,KD Karthik,SN Khan,D Wiese,HV Patel,MA Starc,Iqbal Abdulla,VR Aaron,90336,90572,90256,90650,90040,90290,90397,90010,90509,90221,90156,90118,90617,90028,90340,90281,90559,90140,90214,90338,90222,90625
829753,DR Smith,BB McCullum,SK Raina,MS Dhoni,RA Jadeja,F du Plessis,DJ Bravo,R Ashwin,MM Sharma,IC Pandey,A Nehra,M Vijay,V Sehwag,SE Marsh,GJ Bailey,DA Miller,WP Saha,AR Patel,MG Johnson,Anureet Singh,Karanveer Singh,Sandeep Sharma,90172,90097,90549,90378,90459,90182,90149,90440,90364,90218,90013,90334,90619,90535,90196,90141,90636,90070,90349,90065,90276,90524
829751,LMP Simmons,PA Patel,UBT Chand,RG Sharma,KA Pollard,AT Rayudu,Harbhajan Singh,J Suchith,R Vinay Kumar,MJ McClenaghan,SL Malinga,S Dhawan,DA Warner,KL Rahul,NV Ojha,RS Bopara,GH Vihari,KV Sharma,P Kumar,DW Steyn,B Kumar,TA Boult,90313,90418,90612,90471,90272,90078,90203,90228,90457,90356,90552,90501,90142,90288,90400,90488,90194,90300,90410,90177,90087,90594
829749,AM Rahane,SR Watson,SPD Smith,KK Nair,DJ Hooda,SV Samson,STR Binny,JP Faulkner,CH Morris,DS Kulkarni,PV Tambe,CH Gayle,V Kohli,AB de Villiers,Mandeep Singh,KD Karthik,SN Khan,D Wiese,HV Patel,MA Starc,Iqbal Abdulla,YS Chahal,90054,90569,90567,90286,90151,90582,90579,90257,90119,90173,90436,90118,90617,90028,90340,90281,90559,90140,90214,90338,90222,90649
829747,MA Agarwal,SS Iyer,JP Duminy,AD Mathews,Yuvraj Singh,KM Jadhav,NM Coulter-Nile,A Mishra,S Nadeem,Imran Tahir,DJ Muthuswami,LMP Simmons,PA Patel,UBT Chand,RG Sharma,KA Pollard,AT Rayudu,HH Pandya,Harbhajan Singh,MJ McClenaghan,SL Malinga,JJ Bumrah,90336,90572,90256,90040,90650,90290,90397,90010,90509,90221,90156,90313,90418,90612,90471,90272,90078,90211,90203,90356,90552,90245
829743,S Dhawan,DA Warner,RS Bopara,NV Ojha,MC Henriques,KL Rahul,KV Sharma,Bipul Sharma,P Kumar,B Kumar,DW Steyn,RV Uthappa,G Gambhir,MK Pandey,AD Russell,YK Pathan,SA Yadav,J Botha,PP Chawla,SP Narine,M Morkel,UT Yadav,90501,90142,90488,90400,90343,90288,90300,90102,90410,90087,90177,90494,90187,90359,90042,90647,90521,90227,90431,90566,90326,90616
829745,MS Bisla,RR Rossouw,V Kohli,KD Karthik,AB de Villiers,SN Khan,D Wiese,HV Patel,MA Starc,Iqbal Abdulla,YS Chahal,DR Smith,BB McCullum,SK Raina,MS Dhoni,RA Jadeja,F du Plessis,DJ Bravo,R Ashwin,MM Sharma,A Nehra,IC Pandey,90377,90486,90617,90281,90028,90559,90140,90214,90338,90222,90649,90172,90097,90549,90378,90459,90182,90149,90440,90364,90013,90218
